"tab_code","表章項目","cat01_code","確定値","cat02_code","男女別","cat03_code","年齢5歳階級","cat04_code","人口","area_code","全国","time_code","時間軸（年月日現在）","unit","value"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2023000808","2023年8月","千人","4114"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2023000909","2023年9月","千人","4100"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2023001010","2023年10月","千人","4087"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2023001111","2023年11月","千人","4072"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2023001212","2023年12月","千人","4059"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000101","2024年1月","千人","4046"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000202","2024年2月","千人","4032"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000303","2024年3月","千人","4022"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000404","2024年4月","千人","4011"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000505","2024年5月","千人","3999"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000606","2024年6月","千人","3986"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000707","2024年7月","千人","3974"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000808","2024年8月","千人","3960"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024000909","2024年9月","千人","3946"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024001010","2024年10月","千人","3934"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024001111","2024年11月","千人","3923"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2024001212","2024年12月","千人","3912"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000101","2025年1月","千人","3899"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000202","2025年2月","千人","3882"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000303","2025年3月","千人","3873"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000404","2025年4月","千人","3860"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000505","2025年5月","千人","3846"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000606","2025年6月","千人","3839"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000707","2025年7月","千人","3828"
"001","人口","01","確定値","000","男女計","01001","0～4歳","001","総人口","00000","全国","2025000808","2025年8月","千人","3815"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2020001010","2020年10月","千人","4458"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2020001111","2020年11月","千人","4446"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2020001212","2020年12月","千人","4434"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000101","2021年1月","千人","4419"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000202","2021年2月","千人","4399"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000303","2021年3月","千人","4381"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000404","2021年4月","千人","4369"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000505","2021年5月","千人","4360"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000606","2021年6月","千人","4349"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000707","2021年7月","千人","4339"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000808","2021年8月","千人","4328"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021000909","2021年9月","千人","4317"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021001010","2021年10月","千人","4307"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021001111","2021年11月","千人","4296"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2021001212","2021年12月","千人","4287"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000101","2022年1月","千人","4276"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000202","2022年2月","千人","4263"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000303","2022年3月","千人","4249"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000404","2022年4月","千人","4237"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000505","2022年5月","千人","4225"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000606","2022年6月","千人","4209"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000707","2022年7月","千人","4198"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000808","2022年8月","千人","4187"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022000909","2022年9月","千人","4173"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022001010","2022年10月","千人","4163"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022001111","2022年11月","千人","4152"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2022001212","2022年12月","千人","4139"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000101","2023年1月","千人","4128"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000202","2023年2月","千人","4110"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000303","2023年3月","千人","4097"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000404","2023年4月","千人","4084"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000505","2023年5月","千人","4070"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000606","2023年6月","千人","4055"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000707","2023年7月","千人","4044"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000808","2023年8月","千人","4032"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023000909","2023年9月","千人","4015"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023001010","2023年10月","千人","4001"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023001111","2023年11月","千人","3985"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2023001212","2023年12月","千人","3972"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000101","2024年1月","千人","3963"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000202","2024年2月","千人","3946"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000303","2024年3月","千人","3935"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000404","2024年4月","千人","3922"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000505","2024年5月","千人","3911"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000606","2024年6月","千人","3895"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000707","2024年7月","千人","3883"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000808","2024年8月","千人","3872"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024000909","2024年9月","千人","3855"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024001010","2024年10月","千人","3841"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024001111","2024年11月","千人","3829"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2024001212","2024年12月","千人","3817"
"001","人口","01","確定値","000","男女計","01001","0～4歳","002","日本人人口","00000","全国","2025000101","2025年1月","千人","3809"
